Q3335660:1
Q4698419:0
Q4698572:0
Q63677197:1
Q4698973:0
Q4699003:0
Q2380335:0
Q4330029:1
Q4699088:0
Q413749:0
Q4117276:0
Q3392356:0
Q418522:0
Q784564:0
Q4701790:0
Q16826773:1
Q2841504:0
Q568378:0
Q1451877:0
Q5370233:1
Q1335642:1
Q5371125:0
Q188605:1
Q1339385:0
Q27164432:1
Q653027:0
Q5376225:0
Q82504:0
Q3542021:1
Q107473133:1
Q944777:0
Q205764:0
Q1340774:0
Q840910:1
Q1294912:0
Q212809:0
Q986455:0
Q1343590:1
Q5380205:0
Q5380239:0
Q847600:0
Q989906:0
Q2941663:0
Q2057356:1
Q2325206:1
Q32811:1
Q5382053:0
Q1346753:1
Q974691:0
Q3124960:1
Q1344812:1
Q2716919:0
Q1347065:1
Q21503282:1
Q1887340:0
Q5383708:1
Q18555987:0
Q5384044:0
Q827451:0
Q1349259:1
Q5385322:0
Q2724163:1
Q955948:0
Q5395390:0
Q207092:1
Q5396388:0
Q1439575:0
Q897843:0
Q5629966:0
Q731968:0
Q661015:0
Q298233:1
Q372701:0
Q25098596:0
Q298278:0
Q5398647:0
Q1368780:1
Q693519:1
Q256806:0
Q5401338:0
Q17074899:0
Q190026:0
Q1759514:0
Q24946301:1
Q14026181:0
Q5417143:0
Q4680972:0
Q4682281:0
Q4968724:0
Q5655924:0
Q5696358:1
Q1553850:0
Q216678:0
Q1641332:0
Q6015082:0
Q6029659:0
Q17058592:0
Q6060418:1
Q6534504:0
Q6731599:0
Q16930052:0
Q962734:0
Q338857:1
Q6931269:0
Q3346927:0
Q7001237:0
Q7829395:0
Q7100074:0
Q7107512:0
Q7113759:0
Q24807991:0
Q1378675:1
Q3768153:0
Q991538:0
Q1495648:0
Q1951639:0
Q7248852:0
Q18345118:0
Q7259775:0
Q7272675:0
Q2016936:0
Q7312495:1
Q3577486:0
Q17087773:0
Q6708235:0
Q7503220:0
Q3454355:0
Q7534367:1
Q7643315:0
Q1209744:0
Q2584991:0
Q17155571:1
Q8074577:0
Q5646128:0
Q5646341:0
Q18974605:0
Q3508764:1
Q108649408:0
Q5647146:0
Q1574795:0
Q5647163:0
Q5647184:0
Q5647437:1
Q5648034:0
Q2365851:0
Q5651031:0
Q29001075:0
Q5651555:0
Q2117240:1
Q55784985:1
Q57738154:0
Q5652132:1
Q18812844:0
Q106075319:1
Q55780373:1
Q5656137:0
Q5657831:0
Q5658671:0
Q5659011:0
Q5659286:0
Q5663565:0
Q4117832:0
Q3709935:0
Q6510429:0
Q6795924:0
Q685651:0
Q3629047:0
Q3052487:0
Q7168461:0
Q2521341:1
Q7309760:0
Q7514888:0
Q10454607:0
Q7682883:1
Q3711810:0
Q18395095:0
Q8042649:0
Q3545894:0
Q8069612:0
Q20707819:0
Q6489240:0
Q6543218:0
Q18353905:1
Q6725190:0
Q6804222:0
Q120680:0
Q2074424:0
Q7046754:0
Q3959672:0
Q1562386:0
Q705906:1
Q7143978:0
Q7187824:0
Q492129:1
Q16254825:1
Q16988512:0
Q7252856:1
Q931365:1
Q2995544:0
Q7617338:0
Q7630708:0
Q11994045:0
Q15666414:1
Q7843540:0
Q8046188:0
Q6360773:0
Q4420151:0
Q18819943:0
Q18815007:0
Q17007237:0
Q6625225:0
Q6631663:0
Q6645525:0
Q2654782:0
Q6608132:0
Q110245663:0
Q110639827:0
Q16933569:0
Q6638096:0
Q1886501:0
Q97213292:0
Q732447:0
Q266619:0
Q3567802:0
Q17146489:0
Q3271544:0
Q509021:0
Q16257997:1
Q7039586:0
Q7074447:0
Q1547640:0
Q9055203:0
Q493103:1
Q899750:0
Q3246818:0
Q22975779:0
Q6587253:1
Q7303268:0
Q24808876:0
Q2213687:1
Q1627831:1
Q7573981:0
Q7660713:0
Q7698922:0
Q940434:0
Q6713973:0
Q2751242:0
Q768727:1
Q1521567:0
Q1744674:0
Q7157197:0
Q7157939:0
Q7209601:0
Q623680:0
Q16254931:0
Q3406260:0
Q2928210:0
Q6066379:0
Q1892023:0
Q6754022:0
Q18976798:0
Q5691840:0
Q1476789:0
Q6758640:1
Q18822149:0
Q108197277:0
Q59681050:0
Q110785267:1
Q29002552:0
Q2113512:1
Q18822152:0
Q24808062:0
Q7255089:0
Q18813138:0
Q3557890:0
Q1862972:1
Q92199175:0
Q1952336:1
Q56297474:1
Q16802188:1
Q6934824:0
Q624748:1
Q55784046:1
Q18965333:0
Q18555996:1
Q55165792:0
Q24808731:0
Q24808735:0
Q85787101:0
Q24808736:0
Q24808791:0
Q6938568:0
Q6938569:0
Q24808793:0
Q30314578:0
Q48988204:0
Q24808778:0
Q24808302:0
Q22103518:0
Q16986091:0
Q22104080:0
Q92109519:0
Q57754626:0
Q53907631:1
Q25220912:0
Q106938620:0
Q92194946:0
Q5439400:0
Q57754632:0
Q57758332:0
Q28439901:1
Q24976387:0
Q69866765:0
Q18813185:0
Q17052641:0
Q55634974:0
Q69867768:0
Q18812277:0
Q875992:1
Q1415396:0
Q3877344:1
Q23749262:0
Q2102705:1
Q11346346:1
Q618622:0
Q64869872:1
Q2071182:1
Q25324223:1
Q96398854:0
Q18812894:0
Q3486412:0
Q7968614:0
Q23542366:1
Q1422966:1
Q2188219:1
Q25099371:0
Q30602307:0
Q137587:0
Q902907:0
Q4545814:0
Q17265625:0
Q2518809:0
Q24975503:1
Q4554978:1
Q3591485:0
Q11849412:0
Q2869905:0
Q4596888:0
Q4625962:0
Q12713020:0
Q17729651:0
Q20311471:0
Q898712:0
Q108620269:1
Q4700156:0
Q416417:0
Q28936239:1
Q1544408:1
Q3607819:0
Q4708907:0
Q4711344:0
Q24975362:0
Q15326:0
Q1027170:0
Q567820:1
Q2238454:0
Q1129046:0
Q4721578:1
Q868732:0
Q649340:1
Q4729899:0
Q664174:0
Q603644:0
Q193889:0
Q724351:0
Q3109182:0
Q727414:0
Q4807703:0
Q161790:0
Q259626:0
Q737712:1
Q3350154:0
Q757963:0
Q35869:0
Q177755:0
Q202837:1
Q752800:0
Q776598:0
Q387082:1
Q754031:1
Q754632:0
Q4813631:0
Q53860:0
Q268667:0
Q757678:0
Q815819:1
Q757749:1
Q181923:1
Q4818237:1
Q2719318:0
Q3269802:0
Q2914928:0
Q38404:1
Q1436063:1
Q789205:0
Q1151300:1
Q675311:0
Q30645745:0
Q2872623:0
Q4826766:0
Q4826775:0
Q18554095:1
Q16889762:1
Q3589157:1
Q2732398:1
Q55345810:1
Q4828020:1
Q108284447:0
Q1939887:0
Q474994:0
Q4830452:0
Q4830469:0
Q4830470:1
Q4831022:1
Q2086442:1
Q2083109:0
Q2603341:0
Q796890:0
Q601325:0
Q4836333:0
Q797668:1
Q3778137:0
Q28136363:0
Q798455:0
Q632522:0
Q461084:0
Q182033:0
Q4841565:0
Q5282056:0
Q5282270:0
Q475433:0
Q5282521:0
Q182893:0
Q5282640:0
Q7168463:0
Q823027:0
Q5282749:0
Q18657:1
Q5282843:1
Q5283901:0
Q23131233:0
Q2822725:0
Q1423517:0
Q10916362:0
Q5288143:0
Q38624:0
Q110128370:0
Q1341454:0
Q156537:0
Q16238288:0
Q361480:0
Q361648:1
Q213673:0
Q388646:1
Q5305746:0
Q5308134:1
Q2144201:0
Q893474:0
Q3973120:0
Q2785159:0
Q5308819:0
Q1140528:1
Q1162694:0
Q5309747:1
Q1262684:1
Q1648484:1
Q191503:0
Q1266401:0
Q25324552:0
Q1330254:1
Q182878:0
Q194101:1
Q620639:1
Q742672:1
Q5319366:1
Q6402731:0
Q1269276:0
Q3709312:1
Q132971:1
Q25312802:0
Q3710013:1
Q1181721:0
Q1269320:0
Q5319569:0
Q427810:0
Q906492:0
Q771310:0
Q29002482:0
Q24808723:0
Q5055787:0
Q5055856:0
Q24808808:0
Q18813040:0
Q15121394:0
Q5057825:0
Q751989:0
Q15137364:0
Q189146:0
Q862600:0
Q17113277:0
Q1053061:0
Q109236729:1
Q242510:0
Q281003:0
Q25339587:0
Q5058671:0
Q189344:0
Q4503868:1
Q17083093:1
Q5058845:0
Q189813:0
Q4470771:0
Q5062079:0
Q3288189:0
Q638975:1
Q12412172:1
Q5062095:0
Q5062102:0
Q56014441:0
Q979129:1
Q17083148:0
Q5062119:0
Q5062122:0
Q17083161:0
Q18553662:0
Q5062121:1
Q5062123:0
Q5062124:0
Q16858684:0
Q5062136:0
Q190389:0
Q190370:0
Q3348620:0
Q190831:0
Q1431217:0
Q3620651:1
Q190402:0
Q5062751:0
Q19720556:0
Q5062960:0
Q28458440:0
Q5063259:1
Q584265:0
Q2258214:0
Q419938:0
Q3030582:0
Q24808666:0
Q24808696:0
Q24808724:0
Q24808750:0
Q191554:1
Q18345210:0
Q154709:0
Q55784349:1
Q2031371:0
Q29643762:0
Q2214869:1
Q5064077:0
Q640437:0
Q3556400:0
Q191562:0
Q17083190:0
Q591639:0
Q16908143:0
Q5064098:1
Q979168:1
Q18553424:1
Q2249526:1
Q1209150:0
Q5064100:0
Q190454:1
Q947813:0
Q191557:0
Q93333268:1
Q5064108:0
Q5064109:1
Q5064113:1
Q5064115:0
Q2602467:1
Q3010352:0
Q5064495:0
Q5064568:1
Q5065302:1
Q5065301:0
Q17001349:1
Q720523:0
Q3538106:0
Q196788:1
Q5065337:0
Q5065349:1
Q5065346:0
Q964519:0
Q19596346:1
Q5065358:0
Q2563414:0
Q2463884:1
Q11328240:0
Q809122:0
Q16545548:1
Q24808703:0
Q24808705:0
Q106942197:0
Q18822194:0
Q15547550:0
Q143115:0
Q5066817:0
Q231062:0
Q5067965:0
Q3737603:0
Q5068756:0
Q17086736:0
Q17133199:0
Q898956:0
Q5070742:0
Q31789:0
Q31798:1
Q24808900:0
Q465122:0
Q5071833:0
Q5072239:0
Q2936142:1
Q517909:0
Q24719938:0
Q839212:0
Q5073246:0
Q2411095:1
Q3635133:0
Q5073765:0
Q5073779:0
Q1063093:0
Q1063091:0
Q1711214:0
Q5074272:0
Q7233499:0
Q3208285:1
Q7234232:1
Q2500550:1
Q956181:0
Q192470:0
Q7235099:1
Q7235194:0
Q3392956:1
Q11900227:0
Q7237336:0
Q594013:1
Q61335:1
Q2064167:0
Q7239228:0
Q2604355:1
Q5973974:1
Q11995:0
Q25379050:0
Q26781137:1
Q109547087:0
Q625506:1
Q156590:0
Q1690779:0
Q3832899:1
Q1752571:0
Q18767:1
Q18619:0
Q618660:1
Q1071077:0
Q2923691:0
Q267374:0
Q47051:0
Q7247433:0
Q941770:1
Q7247500:1
Q1780667:0
Q213098:1
Q1968264:0
Q7248833:0
Q1018534:1
Q2855592:1
Q954831:1
Q7249600:0
Q6881260:0
Q7250337:1
Q244438:0
Q284070:0
Q570197:0
Q281115:1
Q421704:0
Q928696:0
Q7252872:0
Q250354:1
Q3508789:0
Q17142828:0
Q376092:0
Q819207:1
Q1592207:1
Q7255153:0
Q1052391:1
Q179945:1
Q2858613:0
Q2296092:0
Q366886:1
Q170082:0
Q7256989:0
Q622427:0
Q294240:0
Q152841:0
Q5560415:1
Q2090736:0
Q16893452:1
Q857667:0
Q220570:0
Q32446:0
Q7259531:0
Q1128595:0
Q7259532:0
Q688890:1
Q900723:0
Q7260022:0
Q751631:1
Q7261489:0
Q3410985:0
Q12829829:0
Q2119091:0
Q506652:1
Q1027995:0
Q7263794:1
Q778731:0
Q164818:1
Q7265671:0
Q7268706:0
Q4891705:0
Q103177:1
Q1190947:0
Q2539941:0
Q7501612:1
Q7401664:0
Q903031:0
Q7404457:0
Q3450786:0
Q1711733:1
Q7414160:0
Q917227:1
Q898821:0
Q5118312:0
Q57750201:0
Q959211:1
Q1090224:0
Q5118583:0
Q1090290:1
Q934034:0
Q1519501:0
Q5119936:0
Q5119947:0
Q5119953:0
Q203031:1
Q936656:0
Q55607658:0
Q2712607:0
Q5121362:0
Q19596376:0
Q5121502:0
Q5121503:0
Q1092822:0
Q5121560:0
Q5121622:0
Q5121708:1
Q205897:0
Q5121746:0
Q5121779:0
Q205928:0
Q5122078:0
Q18814807:0
Q5122841:0
Q24975699:1
Q5122880:1
Q2955986:0
Q5122900:1
Q2745134:0
Q5122902:0
Q5122909:0
Q51929876:0
Q16961579:0
Q2353828:0
Q5122921:0
Q198342:0
Q105221659:0
Q841613:0
Q5124704:0
Q5125080:0
Q1095080:0
Q2200359:1
Q223911:0
Q7423598:0
Q2227511:0
Q2224895:0
Q208088:0
Q48816799:0
Q167178:1
Q7429709:0
Q922425:0
Q25098926:1
Q1532790:0
Q310335:1
Q221159:1
Q498237:0
Q41112:1
Q2157462:0
Q903020:0
Q2453366:0
Q369148:0
Q565276:0
Q2892384:0
Q511000:0
Q7434154:1
Q174857:0
Q1194496:1
Q163865:0
Q7440653:1
Q755488:0
Q2166371:0
Q55632785:0
Q2465888:0
Q6279182:1
Q25230657:1
Q622527:0
Q226007:0
Q1786953:0
Q4354267:1
Q25304554:0
Q133462:0
Q183134:1
Q924421:1
Q3100117:0
Q2303305:0
Q1128326:0
Q473753:0
Q3049292:0
Q5164405:0
Q5164689:0
Q5164718:0
Q5164829:0
Q5164830:0
Q574005:1
Q1877482:1
Q5164873:0
Q928528:0
Q60528603:0
Q5164918:0
Q1128743:0
Q378935:0
Q2623458:0
Q1863368:0
Q5165487:0
Q5165496:0
Q1480291:1
Q1848900:0
Q1783300:1
Q5165753:0
Q690182:0
Q5165882:0
Q1238047:0
Q5165993:0
Q3312138:0
Q1129355:0
Q852376:0
Q2896394:0
Q1130010:0
Q5167190:1
Q1846180:0
Q18568:0
Q4036526:0
Q5167926:0
Q337217:0
Q20707087:0
Q3847695:0
Q5168503:1
Q5168588:0
Q18821986:0
Q5168679:0
Q5168773:0
Q1495005:0
Q5168803:0
Q4036534:0
Q1118754:1
Q5169158:0
Q5169234:0
Q5169379:1
Q568916:0
Q5169522:0
Q5169523:0
Q914952:0
Q16951605:0
Q5170226:0
Q3270767:0
Q24963710:0
Q154558:1
Q5171043:0
Q882181:1
Q96587102:0
Q5171107:1
Q4365211:1
Q2534602:0
Q24977255:1
Q2044949:0
Q18553786:1
Q1266519:0
Q21110038:0
Q5171111:1
Q1628473:0
Q5171113:1
Q5171488:0
Q18157251:0
Q5171588:1
Q10286972:0
Q1134473:0
Q17046154:0
Q5172175:0
Q5172183:0
Q844935:1
Q17084592:0
Q3936479:0
Q5172192:1
Q5172195:0
Q707774:0
Q5172199:0
Q1134583:0
Q290805:0
Q57751738:0
Q89469904:0
Q16988426:0
Q17155866:0
Q4222298:0
Q5172845:0
Q5173034:0
Q5173058:0
Q5173059:0
Q4234274:0
Q10260907:0
Q5173068:0
Q11872675:0
Q16965596:0
Q16056291:0
Q5173081:0
Q16951924:0
Q5173087:0
Q16963120:0
Q47790:1
Q374832:0
Q11822042:0
Q9687:0
Q244156:0
Q3564220:0
Q127076:0
Q11627066:1
Q1147223:0
Q14613383:0
Q799:0
Q8064876:0
Q168983:0
Q3196:0
Q37477:0
Q81392:0
Q243778:0
Q186310:0
Q1783924:0
Q18966654:1
Q160122:0
Q193078:0
Q428432:1
Q1823579:0
Q1064904:0
Q167264:1
Q177708:0
Q192196:0
Q6983412:0
Q1301091:0
Q24809512:0
Q657665:0
Q934008:0
Q221616:0
Q653197:0
Q910576:0
Q1520693:0
Q4808101:0
Q1277959:0
Q147369:0
Q201948:0
Q1531295:0
Q277452:1
Q1434486:0
Q200779:0
Q160289:0
Q1641042:0
Q287827:0
Q6160183:1
Q864457:0
Q6693960:0
Q507850:0
Q2882343:0
Q2551913:0
Q1366002:0
Q2116028:0
Q737510:0
Q669435:1
Q3508605:1
Q7442969:0
Q7458757:1
Q205961:0
Q1271831:0
Q3030635:1
Q3417299:0
Q853213:0
Q2852241:0
Q7922751:0
Q3053951:1
Q2746658:0
Q4167496:0
Q5462813:0
Q5468153:0
Q6150957:1
Q684782:0
Q5689070:0
Q5711576:1
Q178719:1
Q761862:0
Q1146454:1
Q94796:0
Q693872:0
Q12135:0
Q743826:0
Q2741122:0
Q6947900:0
Q7075698:0
Q2028528:0
Q1134442:0
Q224513:1
Q1947307:1
Q3333918:1
Q193894:1
Q949302:0
Q1153162:0
Q3482498:0
Q18556145:0
Q7645976:0
Q7783031:0
Q3640984:1
Q733109:0
Q223325:0
Q7818555:0
Q385774:1
Q3111645:0
Q6543815:0
Q7864738:0
Q198763:0
Q7884063:0
Q201805:0
Q52132539:0
Q147270:1
Q457737:1
Q3244319:0
Q5347268:0
Q48768861:0
Q1034411:0
Q1296251:0
Q1296340:0
Q5347544:0
Q576179:0
Q10379868:1
Q912344:0
Q5348175:0
Q1118366:0
Q2845432:1
Q1033316:1
Q92109575:0
Q446593:0
Q5348905:0
Q623317:0
Q18976346:0
Q591818:0
Q572695:1
Q1445498:0
Q837497:0
Q29002496:0
Q19000458:1
Q271960:0
Q18971902:0
Q848346:0
Q1147182:1
Q1455142:0
Q987652:0
Q5692171:0
Q111146:0
Q101991:0
Q505619:1
Q1945726:0
Q1641400:0
Q772102:0
Q19671714:0
Q6665292:0
Q3079989:1
Q2559581:0
Q44860:0
Q2981046:0
Q42918:0
Q1340669:0
Q3245488:0
Q2271880:0
Q1780863:0
Q16941510:0
Q2945973:0
Q3075219:0
Q1937189:0
Q1142381:0
Q9346368:0
Q155888:1
Q7170405:1
Q4366062:1
Q7207461:0
Q207522:0
Q554774:0
Q16969121:0
Q913667:0
Q7269029:0
Q817114:0
Q7296135:0
Q1408148:0
Q3269423:0
Q889522:0
Q1971607:0
Q3984474:0
Q2990703:0
Q2994174:0
Q185585:0
Q1744628:0
Q1020018:0
Q1118390:0
Q7641952:0
Q124131:0
Q774514:0
Q1588755:0
Q7860879:0
Q7881314:0
Q12829165:0
Q281490:1
Q48522:0
Q1139418:0
Q8053548:0
Q5353148:0
Q25471254:0
Q62932:0
Q16962244:0
Q3721147:0
Q5353584:0
Q678183:1
Q899202:0
Q185639:0
Q55451:0
Q5357644:0
Q244404:0
Q900648:0
Q4384289:0
Q5357951:0
Q3487415:0
Q3587621:0
Q17010205:0
Q1326943:0
Q1190859:0
Q1474513:0
Q5358100:0
Q5358134:0
Q18206764:0
Q651050:0
Q5358185:0
Q5358198:0
Q5358401:0
Q5358412:0
Q899587:0
Q1326528:0
Q7486159:0
Q5358728:1
Q824282:0
Q5359390:0
Q16775468:1
Q70641694:0
Q70641721:0
Q17011974:0
Q5359683:0
Q2448873:0
Q2915067:0
Q20711992:0
Q725979:0
Q55610804:1
Q275466:1
Q1140527:0
Q216817:0
Q578290:0
Q167913:0
Q778298:0
Q26469:0
Q3055150:0
Q3720242:0
Q18353735:0
Q1347256:0
Q5383706:0
Q2691562:1
Q5383917:0
Q6900:0
Q24808706:0
Q24808709:0
Q24808710:0
Q24808713:0
Q24808776:0
Q15991450:0
Q18964931:0
Q1944155:1
Q2736543:0
Q133993:0
Q3908491:1
Q5397078:0
Q898673:0
Q2499350:0
Q15635115:0
Q15635159:0
Q852705:0
Q3109873:0
Q5419769:0
Q216169:0
Q5420853:0
Q5420854:0
Q5421508:0
Q5422074:0
Q1385411:1
Q18976119:0
Q85850514:0
Q428170:0
Q5428578:0
Q1323766:0
Q837060:0
Q1414765:1
Q5620977:0
Q5429163:0
Q5429401:0
Q5429677:0
Q1497481:0
Q333495:0
Q2359404:0
Q18207010:0
Q4064296:1
Q5432929:0
Q2844603:1
Q2325854:0
Q1179460:1
Q1396345:1
Q15809070:0
Q15729017:0
Q9690:0
Q47089:0
Q223194:0
Q16977724:0
Q5438682:0
Q1399155:1
Q5439297:0
Q17143712:1
Q2488276:0
Q5440674:0
Q1403069:0
Q18964933:0
Q1403156:0
Q1403149:1
Q1389389:1
Q5441917:1
Q11752015:0
Q15660578:1
Q1404470:1
Q3241252:1
Q5442945:1
Q5445347:0
Q5445467:0
Q3724764:1
Q17002116:0
Q5445904:1
Q2549256:1
Q1435125:1
Q1405631:1
Q1001150:1
Q105624007:0
Q1076893:0
Q5447114:0
Q17091659:0
Q16982020:0
Q5448273:0
Q2672873:0
Q5449833:0
Q4183853:0
Q5454368:0
Q5454403:0
Q17105436:1
Q1938569:0
Q5457689:1
Q17105453:0
Q4237691:1
Q1335035:0
Q5459397:0
Q7655973:0
Q185958:0
Q142807:1
Q5460213:1
Q5461095:0
Q3443277:0
Q5463604:0
Q508736:0
Q1060964:0
Q1316942:1
Q4340622:0
Q1435219:1
Q4128218:0
Q5464655:0
Q5464665:0
Q8564326:0
Q469567:0
Q856736:1
Q1455131:0
Q2073839:0
Q5469129:0
Q1377840:0
Q4491955:0
Q825737:0
Q16909611:0
Q504568:0
Q1435903:0
Q5474830:1
Q1424759:0
Q1185608:0
Q1029197:0
Q12950902:0
Q133333:0
Q1618019:0
Q5120022:0
Q221472:1
Q25099950:0
Q5477713:0
Q177171:0
Q4977007:0
Q17121234:1
Q5499617:0
Q477992:0
Q913856:0
Q3204645:0
Q16971533:0
Q59554760:1
Q5509014:0
Q3771039:1
Q5710984:1
Q14513217:0
Q6008637:0
Q16257164:1
Q1423745:0
Q6537696:0
Q4385926:1
Q1153614:0
Q6842534:0
Q6940317:0
Q4678337:1
Q1963423:1
Q14565715:0
Q287246:0
Q3251367:0
Q64759813:0
Q913238:0
Q7139588:1
Q1902073:0
Q17075010:0
Q721547:0
Q3400142:0
Q3824795:0
Q3503773:0
Q902198:0
Q7292012:0
Q2608153:0
Q468469:0
Q7455128:0
Q207791:0
Q7489339:0
Q2406205:0
Q388755:0
Q7524131:0
Q3266880:1
Q1670406:1
Q7545701:1
Q1658917:0
Q2311457:0
Q1752350:0
Q36855:1
Q2394142:0
Q20668531:0
Q230100:0
Q7834273:0
Q744790:1
Q3071319:1
Q556281:1
Q361756:0
Q815601:0
Q769471:0
Q2665559:1
Q471706:0
Q3983973:0
Q25323733:0
Q2869820:1
Q212021:0
Q2336817:1
Q367929:0
Q17332514:1
Q932899:1
Q224936:0
Q203677:0
Q1080699:0
Q1790134:1
Q274615:1
Q478389:1
Q6452559:0
Q578257:0
Q3508657:0
Q1789063:0
Q2713959:1
Q15112450:0
Q6468976:0
Q1801207:0
Q25465920:0
Q2555537:1
Q6469117:1
Q1986013:0
Q163905:1
Q1636310:1
Q167903:0
Q6485339:0
Q6485731:0
Q3537516:0
Q6491971:1
Q8352614:0
Q706845:1
Q24719561:0
Q1806811:1
Q17008739:1
Q6495749:0
Q1239242:0
Q6502226:0
Q6505497:0
Q689210:0
Q6508349:0
Q17103190:1
Q1262161:1
Q1374161:0
Q6516936:1
Q6516941:0
Q6516988:0
Q154882:1
Q890470:1
Q656836:0
Q1815019:1
Q6521154:0
Q6522771:0
Q1544884:1
Q6523439:1
Q1391634:0
Q1546155:0
Q6530306:0
Q1507044:0
Q6533262:0
Q411936:1
Q520024:0
Q1154422:0
Q3961680:1
Q6535262:0
Q1331905:0
Q1759657:0
Q1461101:0
Q1532243:0
Q6543211:0
Q1150378:0
Q1823656:1
Q6543864:1
Q3027371:0
Q17142640:1
Q6546631:0
Q2909116:0
Q15854269:0
Q16969216:0
Q17097288:0
Q6558813:0
Q527892:0
Q6563430:0
Q6648765:0
Q794457:0
Q1350206:0
Q6668132:1
Q24963765:1
Q141001:0
Q28130306:1
Q6693036:0
Q3631290:0
Q2144533:0
Q1758283:0
